Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery,City,State
Dread Brown Ale,1683,0.054,,253,American Brown Ale,12,Santa Cruz Mountain Brewing,Santa Cruz, CA
Casinos IPA,1362,0.07,,253,English India Pale Ale (IPA),16,Santa Cruz Mountain Brewing,Santa Cruz, CA
Saison 88,1519,0.055,30,393,Saison / Farmhouse Ale,12,Santa Fe Brewing Company,Santa Fe, NM
Black IPA,967,0.071,95,393,American Black Ale,12,Santa Fe Brewing Company,Santa Fe, NM
Santa Fe Irish Red Ale,599,0.045,,393,Irish Red Ale,12,Santa Fe Brewing Company,Santa Fe, NM
Santa Fe Oktoberfest,307,0.06,38,393,Märzen / Oktoberfest,12,Santa Fe Brewing Company,Santa Fe, NM
Imperial Java Stout,305,0.08,50,393,Russian Imperial Stout,12,Santa Fe Brewing Company,Santa Fe, NM
Freestyle Pilsner,304,0.055,55,393,German Pilsener,12,Santa Fe Brewing Company,Santa Fe, NM
Happy Camper IPA,217,0.066,82,393,American IPA,12,Santa Fe Brewing Company,Santa Fe, NM
Oval Beach Blonde Ale,1477,0.05,11,399,American Blonde Ale,16,Saugatuck Brewing Company,Douglas, MI
Oak Aged Cider,1503,0.065,,395,Cider,12,Schilling & Company,Seattle, WA
Ginger Cider,1466,0.065,,395,Cider,12,Schilling & Company,Seattle, WA
Schilling Hard Cider,1245,0.065,,395,Cider,12,Schilling & Company,Seattle, WA
Schlafly Yakima Wheat Ale,1324,0.05,45,429,American Pale Wheat Ale,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly Black Lager,1323,0.05,25,429,Schwarzbier,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly IPA,1078,0.045,30,429,American IPA,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly American Brown Ale,1077,0.05,30,429,American Brown Ale,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly Hefeweizen,588,0.041,16,429,Hefeweizen,12,Schlafly Brewing Company,Saint Louis, MO
Schlafly Summer Lager,53,0.045,17,429,Munich Helles Lager,12,Schlafly Brewing Company,Saint Louis, MO
Sea Dog Wild Blueberry Wheat Ale,815,0.047,,503,Fruit / Vegetable Beer,12,Sea Dog Brewing Company,Portland, ME
Blur India Pale Ale,1302,0.074,60,433,American IPA,12,Seabright Brewery,Santa Cruz, CA
Dry Cider,1416,0.065,,412,Cider,16,Seattle Cider Company,Seattle, WA
Dry Hard Cider,1415,0.065,,412,Cider,16,Seattle Cider Company,Seattle, WA
Frankenlou's IPA,918,0.07,105,495,American IPA,16,Seven Brides Brewery,Silverton, OR
Becky's Black Cat Porter,917,0.07,55,495,American Porter,16,Seven Brides Brewery,Silverton, OR
Seventh Son of a Seventh Son,2250,0.077,40,184,American Strong Ale,16,Seventh Son Brewing Company,Columbus, OH
Stone Fort Brown Ale,1768,0.053,20,184,English Brown Ale,16,Seventh Son Brewing Company,Columbus, OH
Seventh Son Hopped Red Ale,1767,0.077,40,184,American Amber / Red Ale,16,Seventh Son Brewing Company,Columbus, OH
Humulus Nimbus Super Pale Ale,1766,0.06,53,184,American Pale Ale (APA),16,Seventh Son Brewing Company,Columbus, OH
Golden Ratio IPA,1765,0.07,68,184,American IPA,16,Seventh Son Brewing Company,Columbus, OH
Black Hop IPA,2368,0.068,93,131,American Black Ale,12,Shebeen Brewing Company,Wolcott, CT
Archer's Ale (2004),738,0.05,52,512,English Pale Ale,12,Sherwood Forest Brewers,Marlborough, MA
Monkey Fist IPA,1539,0.069,65,386,American IPA,12,Shipyard Brewing Company,Portland, ME
Shipyard Summer Ale,975,0.051,22,386,American Pale Wheat Ale,12,Shipyard Brewing Company,Portland, ME
Pumpkinhead Ale,814,0.047,18,386,Pumpkin Ale,12,Shipyard Brewing Company,Portland, ME
Shipyard Export,727,0.051,29,386,American Blonde Ale,12,Shipyard Brewing Company,Portland, ME
Nooner,2474,0.052,38,84,German Pilsener,12,Sierra Nevada Brewing Company,Chico, CA
Torpedo,2239,0.072,65,84,American IPA,12,Sierra Nevada Brewing Company,Chico, CA
Yonder Bock,1919,0.06,45,84,Maibock / Helles Bock,12,Sierra Nevada Brewing Company,Chico, CA
CANfusion Rye Bock,1918,0.06,45,84,Rye Beer,12,Sierra Nevada Brewing Company,Chico, CA
Sierra Nevada Pale Ale,1905,0.056,37,84,American Pale Ale (APA),16,Sierra Nevada Brewing Company,Chico, CA
Old Chico Crystal Wheat,1338,0.048,26,84,American Pale Wheat Ale,12,Sierra Nevada Brewing Company,Chico, CA
Summerfest,1295,0.05,28,84,Czech Pilsener,12,Sierra Nevada Brewing Company,Chico, CA
Torpedo,426,0.072,65,84,American IPA,16,Sierra Nevada Brewing Company,Chico, CA
Sierra Nevada Pale Ale,400,0.056,37,84,American Pale Ale (APA),12,Sierra Nevada Brewing Company,Chico, CA
Sietsema Red Label,2353,0.069,,138,Cider,16,Sietsema Orchards and Cider Mill,Ada, MI
Bear Ass Brown,212,0.042,,552,American Brown Ale,12,Silverton Brewery,Silverton, CO
Red Mountain Ale,161,0.06,15,552,American Amber / Red Ale,12,Silverton Brewery,Silverton, CO
Ice Pick Ale,160,0.068,,552,American IPA,12,Silverton Brewery,Silverton, CO
4Beans,2574,0.1,52,47,Baltic Porter,12,Sixpoint Craft Ales,Brooklyn, NY
Jammer,2479,0.042,16,47,Gose,12,Sixpoint Craft Ales,Brooklyn, NY
Abigale,2443,0.08,41,47,Belgian Pale Ale,12,Sixpoint Craft Ales,Brooklyn, NY
Rad,2266,0.032,7,47,Fruit / Vegetable Beer,16,Sixpoint Craft Ales,Brooklyn, NY
Bengali,2090,0.065,62,47,American IPA,24,Sixpoint Craft Ales,Brooklyn, NY
Sensi Harvest,1962,0.047,50,47,American Pale Ale (APA),12,Sixpoint Craft Ales,Brooklyn, NY
Hi-Res,1696,0.099,111,47,American Double / Imperial IPA,12,Sixpoint Craft Ales,Brooklyn, NY
Global Warmer,1608,0.07,70,47,American Strong Ale,12,Sixpoint Craft Ales,Brooklyn, NY
Autumnation (2013),1591,0.067,74,47,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY
The Crisp,1388,0.054,42,47,German Pilsener,16,Sixpoint Craft Ales,Brooklyn, NY
Sweet Action,1387,0.052,34,47,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Righteous Ale,1386,0.063,57,47,Rye Beer,16,Sixpoint Craft Ales,Brooklyn, NY
Bengali Tiger,1385,0.064,62,47,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY
3Beans,1020,0.099,85,47,Baltic Porter,12,Sixpoint Craft Ales,Brooklyn, NY
Brownstone,778,0.059,47,47,American Brown Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Apollo,630,0.052,11,47,American Pale Wheat Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Harbinger,629,0.049,35,47,Saison / Farmhouse Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Resin,628,0.091,103,47,American Double / Imperial IPA,12,Sixpoint Craft Ales,Brooklyn, NY
Diesel,525,0.063,69,47,American Stout,16,Sixpoint Craft Ales,Brooklyn, NY
Autumnation (2011-12) (2011),512,0.06,48,47,Pumpkin Ale,16,Sixpoint Craft Ales,Brooklyn, NY
The Crisp (2011),425,0.054,42,47,German Pilsener,16,Sixpoint Craft Ales,Brooklyn, NY
Sweet Action (2011),424,0.052,34,47,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Righteous Ale (2011),423,0.063,57,47,Rye Beer,16,Sixpoint Craft Ales,Brooklyn, NY
Bengali Tiger (2011),422,0.064,62,47,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY
Rudie Session IPA,1942,0.045,59,265,American IPA,12,Ska Brewing Company,Durango, CO
Taster's Choice,1708,0.074,,265,Doppelbock,12,Ska Brewing Company,Durango, CO
Modus Hoperandi,1521,0.068,65,265,American IPA,12,Ska Brewing Company,Durango, CO
Estival Cream Stout,1297,0.058,15,265,American Stout,12,Ska Brewing Company,Durango, CO
Vernal Minthe Stout,1192,0.058,,265,American Stout,12,Ska Brewing Company,Durango, CO
Hibernal Vinifera Stout,1013,0.08,,265,Foreign / Export Stout,12,Ska Brewing Company,Durango, CO
Autumnal MolÃƒÂ© Stout,774,0.058,,265,American Stout,12,Ska Brewing Company,Durango, CO
Mexican Logger,386,0.042,18,265,American Pale Lager,12,Ska Brewing Company,Durango, CO
True Blonde Ale,70,0.053,20,265,American Blonde Ale,12,Ska Brewing Company,Durango, CO
Euphoria Pale Ale,69,0.061,58,265,American Pale Ale (APA),12,Ska Brewing Company,Durango, CO
ESB Special Ale,68,0.057,58,265,Extra Special / Strong Bitter (ESB),12,Ska Brewing Company,Durango, CO
Modus Hoperandi,67,0.068,65,265,American IPA,12,Ska Brewing Company,Durango, CO
Iron Butt Red Ale,1792,0.058,39,314,American Amber / Red Ale,12,Slanted Rock Brewing Company,Meridian, ID
Initial Point India Pale Ale,1609,0.071,92,314,American IPA,12,Slanted Rock Brewing Company,Meridian, ID
Monkey Dancing On A Razor Blade,2537,0.085,,65,Belgian IPA,24,SlapShot Brewing Company,Chicago, IL
Tripel Deke,2536,0.082,,65,Tripel,24,SlapShot Brewing Company,Chicago, IL
Urban Wilderness Pale Ale,30,0.049,30,558,English Pale Ale,12,Sleeping Lady Brewing Company,Anchorage, AK
Homefront IPA,2305,0.06,70,164,American IPA,12,Sly Fox Brewing Company,Phoenixville, PA
Sly Fox Christmas Ale 2013,1588,0.055,16,372,Winter Warmer,12,Sly Fox Brewing Company,Pottstown, PA
Grisette,1363,0.056,25,372,Grisette,12,Sly Fox Brewing Company,Pottstown, PA
360Ã‚Â° India Pale Ale,1211,0.062,,372,American IPA,12,Sly Fox Brewing Company,Pottstown, PA
Helles Golden Lager,1123,0.049,18,372,Munich Helles Lager,12,Sly Fox Brewing Company,Pottstown, PA
Sly Fox Christmas Ale 2012 (2012),926,0.055,16,372,Winter Warmer,12,Sly Fox Brewing Company,Pottstown, PA
Odyssey Imperial IPA,894,0.084,90,372,American Double / Imperial IPA,12,Sly Fox Brewing Company,Pottstown, PA
Oktoberfest Lager,166,0.058,25,372,Märzen / Oktoberfest,12,Sly Fox Brewing Company,Pottstown, PA
113 IPA,24,0.07,113,372,American IPA,12,Sly Fox Brewing Company,Pottstown, PA
Dunkel Lager,23,0.053,21,372,Munich Dunkel Lager,12,Sly Fox Brewing Company,Pottstown, PA
Royal Weisse Ale,22,0.056,11,372,Hefeweizen,12,Sly Fox Brewing Company,Pottstown, PA
Pikeland Pils,21,0.049,44,372,German Pilsener,12,Sly Fox Brewing Company,Pottstown, PA
Phoenix Pale Ale,20,0.051,40,372,American Pale Ale (APA),12,Sly Fox Brewing Company,Pottstown, PA
Rule G IPA,2407,0.07,88,116,American IPA,12,Smartmouth Brewing Company,Norfolk, VA
Murphy's Law,2406,0.058,35,116,American Amber / Red Ale,12,Smartmouth Brewing Company,Norfolk, VA
Alter Ego,2405,0.062,33,116,Saison / Farmhouse Ale,12,Smartmouth Brewing Company,Norfolk, VA
Monarch Pilsner,2234,0.05,38,192,American Pilsner,12,Snake River Brewing Company,Jackson, WY
Snow King Pale Ale,1606,0.06,55,192,American Pale Ale (APA),12,Snake River Brewing Company,Jackson, WY
Zonker Stout,617,0.054,36,192,Foreign / Export Stout,12,Snake River Brewing Company,Jackson, WY
OB-1 Organic Ale,407,0.05,22,192,English Brown Ale,12,Snake River Brewing Company,Jackson, WY
Snake River Lager,406,0.05,18,192,Vienna Lager,12,Snake River Brewing Company,Jackson, WY
Snake River Pale Ale,402,0.052,32,192,American Pale Ale (APA),12,Snake River Brewing Company,Jackson, WY
PakoÃ¢â‚¬â„¢s EyePA,393,0.068,60,192,American IPA,12,Snake River Brewing Company,Jackson, WY
Thanksgiving Ale,1798,0.05,,310,Kölsch,12,Sockeye Brewing Company,Boise, ID
Double Dagger Imperial IPA,1655,0.092,180,310,American Double / Imperial IPA,12,Sockeye Brewing Company,Boise, ID
Dagger Falls IPA,1596,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise, ID
Dagger Falls IPA,1595,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise, ID
Socktoberfest,1482,0.06,25,310,Märzen / Oktoberfest,16,Sockeye Brewing Company,Boise, ID
Hopnoxious Imperial IPA,1447,0.079,73,310,American Double / Imperial IPA,12,Sockeye Brewing Company,Boise, ID
Barrel Aged Seven Devils Imperial Stout,1425,0.099,65,310,American Double / Imperial Stout,12,Sockeye Brewing Company,Boise, ID
Boise Co-Op Two Score Ale,1424,0.055,,310,Saison / Farmhouse Ale,16,Sockeye Brewing Company,Boise, ID
Sockeye Belgian Style Summer Ale,1298,0.05,,310,Witbier,16,Sockeye Brewing Company,Boise, ID
Sockeye Maibock,1181,0.064,17,310,Maibock / Helles Bock,12,Sockeye Brewing Company,Boise, ID
Old Devil's Tooth,1160,0.099,100,310,American Barleywine,12,Sockeye Brewing Company,Boise, ID
Galena Golden,1152,0.043,,310,American Blonde Ale,12,Sockeye Brewing Company,Boise, ID
Hell-Diver Pale Ale,1151,0.052,32,310,American Pale Ale (APA),12,Sockeye Brewing Company,Boise, ID
Woolybugger Wheat,1150,0.046,12,310,American Pale Wheat Ale,12,Sockeye Brewing Company,Boise, ID
Power House Porter,1076,0.057,20,310,American Porter,12,Sockeye Brewing Company,Boise, ID
Winterfest,995,0.084,90,310,American Strong Ale,16,Sockeye Brewing Company,Boise, ID
Dagger Falls IPA,879,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise, ID
LuckenBock,1972,0.07,18,258,Bock,16,South Austin Brewery,South Austin, TX
Texas Pale Ale (TPA),1971,0.055,40,258,American IPA,16,South Austin Brewery,South Austin, TX
6 String Saison,1970,0.08,,258,Saison / Farmhouse Ale,16,South Austin Brewery,South Austin, TX
Kol' Beer,1969,0.05,22,258,Kölsch,16,South Austin Brewery,South Austin, TX
Montauk Light,2024,0.035,20,250,Light Lager,12,Southampton Publick House,Southampton, NY
Na ZdravÃƒÂ­ Pilsner,1283,0.048,32,437,Czech Pilsener,16,Southern Oregon Brewing Company,Medford, OR
Nice Rack IPA,1282,0.055,65,437,American IPA,16,Southern Oregon Brewing Company,Medford, OR
2014 IPA Cicada Series,2362,0.075,72,134,American IPA,16,Southern Prohibition Brewing Com...,Hattiesburg, MS
Sinister Minister Black IPA,2346,0.077,65,134,American IPA,16,Southern Prohibition Brewing Com...,Hattiesburg, MS
Jack the Sipper,2320,0.053,45,134,Extra Special / Strong Bitter (ESB),12,Southern Prohibition Brewing Com...,Hattiesburg, MS
Devil's Harvest Extra Pale Ale,2297,0.058,60,134,American Pale Ale (APA),12,Southern Prohibition Brewing Com...,Hattiesburg, MS
Suzy B Dirty Blonde Ale,2296,0.05,20,134,American Blonde Ale,12,Southern Prohibition Brewing Com...,Hattiesburg, MS
Mississippi Fire Ant,1745,0.08,80,134,American Amber / Red Ale,16,Southern Prohibition Brewing Com...,Hattiesburg, MS
Hipster Breakfast,1120,0.058,40,134,Oatmeal Stout,16,Southern Prohibition Brewing Com...,Hattiesburg, MS
Suzy B Dirty Blonde Ale,1118,0.05,20,134,American Blonde Ale,16,Southern Prohibition Brewing Com...,Hattiesburg, MS
Devil's Harvest Extra Pale Ale,1117,0.058,60,134,American Pale Ale (APA),16,Southern Prohibition Brewing Com...,Hattiesburg, MS
Pine Belt Pale Ale,2387,0.065,45,119,American Pale Ale (APA),12,Southern Star Brewing Company,Conroe, TX
Walloon,2267,0.055,24,119,Saison / Farmhouse Ale,12,Southern Star Brewing Company,Conroe, TX
Le Mort Vivant,1740,0.069,23,119,Bière de Garde,12,Southern Star Brewing Company,Conroe, TX
Red Cockaded Ale,1728,0.085,110,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX
Valkyrie Double IPA,1497,0.092,100,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX
Red Cockaded Ale (2013),1011,0.085,110,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX
Old Potentate,1010,0.072,40,119,Old Ale,12,Southern Star Brewing Company,Conroe, TX
Bombshell Blonde,856,0.05,20,119,American Blonde Ale,16,Southern Star Brewing Company,Conroe, TX
PRO-AM (2012) (2012),853,0.099,100,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX
Walloon (2014),691,0.055,24,119,Saison / Farmhouse Ale,12,Southern Star Brewing Company,Conroe, TX
Le Mort Vivant (2011),555,0.069,23,119,Bière de Garde,12,Southern Star Brewing Company,Conroe, TX
Buried Hatchet Stout,46,0.083,50,119,Foreign / Export Stout,12,Southern Star Brewing Company,Conroe, TX
Pine Belt Pale Ale,45,0.065,45,119,American Pale Ale (APA),16,Southern Star Brewing Company,Conroe, TX
Bombshell Blonde,44,0.05,20,119,American Blonde Ale,12,Southern Star Brewing Company,Conroe, TX
Baby Daddy Session IPA,2486,0.047,35,79,American IPA,12,Speakasy Ales & Lagers,San Francisco, CA
Hopluia (2004),763,,,509,English India Pale Ale (IPA),16,Spilker Ales,Cortland, NE
Ball & Chain (2014),2271,0.058,,176,American Pale Ale (APA),16,Spiteful Brewing Company,Chicago, IL
Bitter Biker Double IPA,2206,0.096,88,176,American Double / Imperial IPA,16,Spiteful Brewing Company,Chicago, IL
God Damn Pigeon Porter,2136,0.082,,176,American Porter,16,Spiteful Brewing Company,Chicago, IL
Working for the Weekend,2135,0.079,,176,American Double / Imperial IPA,16,Spiteful Brewing Company,Chicago, IL
Angry Adam,2134,0.06,21,176,American Amber / Red Ale,16,Spiteful Brewing Company,Chicago, IL
Freedom Fries,2109,0.055,,176,American Stout,16,Spiteful Brewing Company,Chicago, IL
Bitter Biker Double IPA,1821,0.096,88,176,American Double / Imperial IPA,12,Spiteful Brewing Company,Chicago, IL
Ghost Bike Pale Ale,1820,0.073,,176,American Pale Ale (APA),16,Spiteful Brewing Company,Chicago, IL
Spiteful IPA,1819,0.062,60,176,American IPA,12,Spiteful Brewing Company,Chicago, IL
Alley Time,1634,0.06,,176,American Pale Ale (APA),12,Spiteful Brewing Company,Chicago, IL
Fat Badger,1633,0.058,,176,Irish Red Ale,12,Spiteful Brewing Company,Chicago, IL
In the Weeds,1632,0.055,76,176,American Pale Wheat Ale,12,Spiteful Brewing Company,Chicago, IL
Special Amber,855,0.05,22,499,Vienna Lager,12,Sprecher Brewing Company,Glendale, WI
Special Amber,445,0.05,22,499,Vienna Lager,12,Sprecher Brewing Company,Glendale, WI
Seven Gates Pale Ale,1587,0.056,,373,American Pale Ale (APA),12,Spring House Brewing Company,Conestoga, PA
Gunga Din,2242,0.052,,187,Cider,16,St. Julian Winery,Paw Paw, MI
Starr Pils,1544,0.042,20,384,German Pilsener,12,Starr Hill Brewery,Crozet, VA
Northern Lights India Pale Ale,1205,0.065,52,384,American IPA,16,Starr Hill Brewery,Crozet, VA
Festie,369,0.048,12,384,Märzen / Oktoberfest,12,Starr Hill Brewery,Crozet, VA
Northern Lights India Pale Ale,368,0.065,52,384,American IPA,12,Starr Hill Brewery,Crozet, VA
Third Eye Enlightened Pale Ale,2386,0.065,65,120,American Pale Ale (APA),12,Steamworks Brewing Company,Durango, CO
Colorado Kölsch,92,0.049,17,120,Kölsch,12,Steamworks Brewing Company,Durango, CO
Steam Engine Lager,91,0.057,25,120,American Amber / Red Lager,12,Steamworks Brewing Company,Durango, CO
Third Eye Pale Ale,90,0.065,65,120,American IPA,12,Steamworks Brewing Company,Durango, CO
Point Special (Current),2366,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI
Point Special,2365,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI
Point Cascade Pale Ale (2013),2270,0.054,33,132,American Pale Ale (APA),12,Stevens Point Brewery,Stevens Point, WI
Point Special,2228,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI
Onyx Black Ale,2151,0.052,9,132,American Black Ale,12,Stevens Point Brewery,Stevens Point, WI
Beyond The Pale IPA,2150,0.063,64,132,American IPA,12,Stevens Point Brewery,Stevens Point, WI
Point Special (2013),2122,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI
Point Special (2012),2121,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI
Point Special Lager,2115,0.047,9,132,American Adjunct Lager,16,Stevens Point Brewery,Stevens Point, WI
St. Benedict's Winter Ale,1450,0.062,,132,Winter Warmer,12,Stevens Point Brewery,Stevens Point, WI
Point Oktoberfest,1357,0.057,15,132,Märzen / Oktoberfest,16,Stevens Point Brewery,Stevens Point, WI
Point Nude Beach Summer Wheat,1225,0.052,7,132,American Pale Wheat Ale,16,Stevens Point Brewery,Stevens Point, WI
Point Nude Beach Summer Wheat,816,0.05,7,132,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point, WI
Point Nude Beach Summer Wheat (2011),772,0.05,7,132,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point, WI
Drop Dead Blonde,684,0.035,8,132,American Blonde Ale,12,Stevens Point Brewery,Stevens Point, WI
Three Kings Ale,650,0.049,13,132,Kölsch,12,Stevens Point Brewery,Stevens Point, WI
Point Oktoberfest,456,0.057,15,132,Märzen / Oktoberfest,12,Stevens Point Brewery,Stevens Point, WI
